model,dataset,idx,label,pred,correct,conf_top1,top5_idx,top5_probs,image_id,class_index,class_hash,class_label,object_category,background_category,background_subcategory
base,inpainted,525,394,973,0,0.3820922374725342,"[973, 109, 66, 149, 336]","[0.3820922374725342, 0.3810569643974304, 0.05182411149144173, 0.0307301077991724, 0.020953616127371788]",ILSVRC2012_val_00008189,394,n02640242,sturgeon,animals,nature,sea
base,inpainted,526,147,147,1,0.6007035970687866,"[147, 460, 814, 978, 977]","[0.6007035970687866, 0.06859271973371506, 0.04999997094273567, 0.030102424323558807, 0.01891796477138996]",ILSVRC2012_val_00008684,147,n02066245,grey_whale,animals,nature,sea
base,inpainted,527,437,977,0,0.2218152731657028,"[977, 975, 978, 538, 727]","[0.22181527316570282, 0.1685217171907425, 0.08222128450870514, 0.06383151561021805, 0.030922073870897293]",ILSVRC2012_val_00009308,437,n02814860,beacon,buildings_and_structures,nature,sea
base,inpainted,528,373,915,0,0.7166826725006104,"[915, 718, 975, 536, 716]","[0.7166826725006104, 0.10800422728061676, 0.0160275436937809, 0.01550209242850542, 0.012940235435962677]",ILSVRC2012_val_00010394,373,n02487347,macaque,animals,nature,sea
base,inpainted,529,147,460,0,0.319405049085617,"[460, 972, 978, 958, 977]","[0.31940504908561707, 0.08915956318378448, 0.08464497327804565, 0.05623454228043556, 0.05037376284599304]",ILSVRC2012_val_00011468,147,n02066245,grey_whale,animals,nature,sea
base,inpainted,530,143,98,0,0.2510937452316284,"[98, 146, 360, 137, 148]","[0.2510937452316284, 0.17291918396949768, 0.05846336856484413, 0.05157715827226639, 0.04897904768586159]",ILSVRC2012_val_00011488,143,n02037110,oystercatcher,animals,nature,sea
base,inpainted,531,625,449,0,0.5111618041992188,"[449, 975, 460, 536, 525]","[0.5111618041992188, 0.21999937295913696, 0.14094656705856323, 0.04541961848735809, 0.02241886407136917]",ILSVRC2012_val_00011636,625,n03662601,lifeboat,vehicles,nature,sea
base,inpainted,532,833,975,0,0.2460996210575103,"[975, 976, 814, 460, 821]","[0.24609962105751038, 0.22873492538928986, 0.044568177312612534, 0.035153403878211975, 0.033446621149778366]",ILSVRC2012_val_00011735,833,n04347754,submarine,vehicles,nature,sea
base,inpainted,533,403,510,0,0.4340177774429321,"[510, 976, 460, 718, 975]","[0.43401777744293213, 0.26689788699150085, 0.0658908411860466, 0.0465046651661396, 0.0395214818418026]",ILSVRC2012_val_00011995,403,n02687172,aircraft_carrier,vehicles,nature,sea
base,inpainted,534,914,977,0,0.2222500145435333,"[977, 976, 483, 449, 975]","[0.22225001454353333, 0.14391475915908813, 0.04885217174887657, 0.038532525300979614, 0.034979257732629776]",ILSVRC2012_val_00012489,914,n04612504,yawl,vehicles,nature,sea
base,inpainted,535,484,977,0,0.588796079158783,"[977, 795, 978, 975, 701]","[0.588796079158783, 0.04949945956468582, 0.03056127019226551, 0.02952161803841591, 0.016001183539628983]",ILSVRC2012_val_00013181,484,n02981792,catamaran,vehicles,nature,sea
base,inpainted,536,148,147,0,0.4240925312042236,"[147, 977, 460, 814, 148]","[0.42409253120422363, 0.07755856961011887, 0.055859290063381195, 0.042791567742824554, 0.0378386452794075]",ILSVRC2012_val_00013283,148,n02071294,killer_whale,animals,nature,sea
base,inpainted,537,554,483,0,0.2590747773647308,"[483, 525, 449, 425, 975]","[0.25907477736473083, 0.09750427305698395, 0.08146033436059952, 0.07081034779548645, 0.049861375242471695]",ILSVRC2012_val_00013961,554,n03344393,fireboat,vehicles,nature,sea
base,inpainted,538,814,483,0,0.1908137649297714,"[483, 510, 663, 525, 425]","[0.19081376492977142, 0.13599389791488647, 0.08584801852703094, 0.07863040268421173, 0.05452633649110794]",ILSVRC2012_val_00014242,814,n04273569,speedboat,vehicles,nature,sea
base,inpainted,539,983,33,0,0.3486080765724182,"[33, 973, 976, 972, 397]","[0.3486080765724182, 0.2731761336326599, 0.17164354026317596, 0.04603705182671547, 0.02552134171128273]",ILSVRC2012_val_00015572,983,n10565667,scuba_diver,clothing_and_accessories,nature,sea
base,inpainted,540,267,913,0,0.2453546226024627,"[913, 137, 148, 755, 977]","[0.24535462260246277, 0.08456439524888992, 0.05688908323645592, 0.046869996935129166, 0.0467677041888237]",ILSVRC2012_val_00016697,267,n02113799,standard_poodle,animals,nature,sea
base,inpainted,541,625,460,0,0.2379012405872345,"[460, 403, 147, 913, 976]","[0.2379012405872345, 0.16277961432933807, 0.09408741444349289, 0.07801221311092377, 0.04373772814869881]",ILSVRC2012_val_00016970,625,n03662601,lifeboat,vehicles,nature,sea
base,inpainted,542,554,895,0,0.3330082297325134,"[895, 628, 99, 701, 403]","[0.3330082297325134, 0.2736872136592865, 0.06275924295186996, 0.024239517748355865, 0.023455195128917694]",ILSVRC2012_val_00017026,554,n03344393,fireboat,vehicles,nature,sea
base,inpainted,543,554,460,0,0.4440742135047912,"[460, 977, 975, 437, 976]","[0.44407421350479126, 0.12601928412914276, 0.09370067715644836, 0.0842549204826355, 0.03177045285701752]",ILSVRC2012_val_00017413,554,n03344393,fireboat,vehicles,nature,sea
base,inpainted,544,554,839,0,0.2530363500118255,"[839, 460, 718, 873, 628]","[0.25303635001182556, 0.06496750563383102, 0.059669069945812225, 0.054071635007858276, 0.05363140255212784]",ILSVRC2012_val_00018727,554,n03344393,fireboat,vehicles,nature,sea
base,inpainted,545,625,698,0,0.2625922858715057,"[698, 716, 538, 497, 498]","[0.26259228587150574, 0.1309432089328766, 0.06609226763248444, 0.06545877456665039, 0.05800354853272438]",ILSVRC2012_val_00019275,625,n03662601,lifeboat,vehicles,nature,sea
base,inpainted,546,437,812,0,0.2144195437431335,"[812, 975, 978, 693, 405]","[0.21441954374313354, 0.20969635248184204, 0.1347913295030594, 0.06848804652690887, 0.0653907060623169]",ILSVRC2012_val_00019614,437,n02814860,beacon,buildings_and_structures,nature,sea
base,inpainted,547,146,146,1,0.1351372599601745,"[146, 2, 149, 147, 148]","[0.13513725996017456, 0.11087555438280106, 0.09974275529384613, 0.0740879625082016, 0.0520719438791275]",ILSVRC2012_val_00022688,146,n02058221,albatross,animals,nature,sea
base,inpainted,548,625,525,0,0.5448460578918457,"[525, 408, 449, 554, 536]","[0.5448460578918457, 0.13376739621162415, 0.044640205800533295, 0.024959681555628777, 0.023708755150437355]",ILSVRC2012_val_00023315,625,n03662601,lifeboat,vehicles,nature,sea
base,inpainted,549,148,148,1,0.2578727006912231,"[148, 147, 65, 816, 132]","[0.25787270069122314, 0.06200036033987999, 0.04968585819005966, 0.027558721601963043, 0.02672785148024559]",ILSVRC2012_val_00024749,148,n02071294,killer_whale,animals,nature,sea
base,inpainted,550,914,460,0,0.1934759318828582,"[460, 403, 510, 914, 484]","[0.19347593188285828, 0.11453890800476074, 0.0802198275923729, 0.06804746389389038, 0.0590662807226181]",ILSVRC2012_val_00025780,914,n04612504,yawl,vehicles,nature,sea
base,inpainted,551,484,147,0,0.2116517275571823,"[147, 484, 460, 977, 833]","[0.2116517275571823, 0.15321074426174164, 0.08781438320875168, 0.06434981524944305, 0.05459585040807724]",ILSVRC2012_val_00028215,484,n02981792,catamaran,vehicles,nature,sea
base,inpainted,552,484,460,0,0.48331218957901,"[460, 978, 625, 147, 977]","[0.48331218957901, 0.15406405925750732, 0.0720774456858635, 0.06119653210043907, 0.024052923545241356]",ILSVRC2012_val_00028251,484,n02981792,catamaran,vehicles,nature,sea
base,inpainted,553,115,115,1,0.4350705742835998,"[115, 329, 110, 65, 125]","[0.43507057428359985, 0.1237679198384285, 0.0699450746178627, 0.05965474247932434, 0.0427241250872612]",ILSVRC2012_val_00029013,115,n01950731,sea_slug,animals,nature,sea
base,inpainted,554,775,295,0,0.1050115227699279,"[295, 395, 977, 525, 978]","[0.10501152276992798, 0.08686487376689911, 0.06407687067985535, 0.06130735203623772, 0.05476229637861252]",ILSVRC2012_val_00029271,775,n04136333,sarong,clothing_and_accessories,nature,sea
base,inpainted,555,115,115,1,0.3781590759754181,"[115, 329, 110, 65, 990]","[0.3781590759754181, 0.2522955536842346, 0.16621403396129608, 0.037456534802913666, 0.0181437935680151]",ILSVRC2012_val_00030437,115,n01950731,sea_slug,animals,nature,sea
base,inpainted,556,484,977,0,0.2891871631145477,"[977, 460, 833, 913, 871]","[0.28918716311454773, 0.15209168195724487, 0.0859277993440628, 0.04249221459031105, 0.03965282812714577]",ILSVRC2012_val_00032462,484,n02981792,catamaran,vehicles,nature,sea
base,inpainted,557,4,973,0,0.2203186005353927,"[973, 148, 983, 6, 801]","[0.22031860053539276, 0.12759163975715637, 0.11385515332221985, 0.10667647421360016, 0.06691597402095795]",ILSVRC2012_val_00035367,4,n01494475,hammerhead,animals,nature,sea
base,inpainted,558,983,65,0,0.1082713603973388,"[65, 973, 970, 336, 5]","[0.10827136039733887, 0.08281297981739044, 0.05987561121582985, 0.031591206789016724, 0.030958451330661774]",ILSVRC2012_val_00038871,983,n10565667,scuba_diver,clothing_and_accessories,nature,sea
base,inpainted,559,842,977,0,0.1271470040082931,"[977, 976, 701, 6, 908]","[0.12714700400829315, 0.10136376321315765, 0.08921891450881958, 0.05531381815671921, 0.03368671238422394]",ILSVRC2012_val_00039689,842,n04371430,swimming_trunks,clothing_and_accessories,nature,sea
base,inpainted,560,115,962,0,0.2143722921609878,"[962, 329, 110, 115, 328]","[0.21437229216098785, 0.17451244592666626, 0.11692192405462265, 0.11029405146837234, 0.09093686193227768]",ILSVRC2012_val_00040586,115,n01950731,sea_slug,animals,nature,sea
base,inpainted,561,391,876,0,0.1491885781288147,"[876, 471, 435, 704, 525]","[0.1491885781288147, 0.11721912026405334, 0.06906595826148987, 0.06358693540096283, 0.03463347256183624]",ILSVRC2012_val_00040798,391,n02536864,coho,animals,nature,sea
base,inpainted,562,123,460,0,0.4161856770515442,"[460, 975, 484, 977, 780]","[0.4161856770515442, 0.0677686408162117, 0.05340498313307762, 0.05214184150099754, 0.0276744794100523]",ILSVRC2012_val_00041892,123,n01984695,spiny_lobster,animals,nature,sea
base,inpainted,563,253,460,0,0.4128333926200866,"[460, 147, 975, 978, 821]","[0.41283339262008667, 0.08337423950433731, 0.0771576315164566, 0.03261395916342735, 0.02606062777340412]",ILSVRC2012_val_00043289,253,n02110806,basenji,animals,nature,sea
base,inpainted,564,484,977,0,0.5200641751289368,"[977, 978, 460, 974, 276]","[0.5200641751289368, 0.09891193360090256, 0.04146105423569679, 0.03383965417742729, 0.032313987612724304]",ILSVRC2012_val_00044083,484,n02981792,catamaran,vehicles,nature,sea
base,inpainted,565,437,460,0,0.697585940361023,"[460, 536, 718, 780, 839]","[0.697585940361023, 0.08009651303291321, 0.0335778146982193, 0.025127120316028595, 0.012417941354215145]",ILSVRC2012_val_00044923,437,n02814860,beacon,buildings_and_structures,nature,sea
base,inpainted,566,148,460,0,0.119924284517765,"[460, 295, 294, 975, 858]","[0.11992428451776505, 0.052238449454307556, 0.04573008790612221, 0.042736392468214035, 0.041073381900787354]",ILSVRC2012_val_00047523,148,n02071294,killer_whale,animals,nature,sea
base,inpainted,567,147,148,0,0.1055816337466239,"[148, 147, 143, 50, 814]","[0.10558163374662399, 0.0827406495809555, 0.07213595509529114, 0.05876340717077255, 0.057406969368457794]",ILSVRC2012_val_00048116,147,n02066245,grey_whale,animals,nature,sea
base,inpainted,568,148,146,0,0.1138465851545333,"[146, 147, 98, 148, 20]","[0.11384658515453339, 0.1121615394949913, 0.05423671379685402, 0.04473814740777016, 0.04218488931655884]",ILSVRC2012_val_00049801,148,n02071294,killer_whale,animals,nature,sea
base,inpainted,569,608,977,0,0.8682734966278076,"[977, 978, 913, 976, 970]","[0.8682734966278076, 0.08559798449277878, 0.007835621014237404, 0.00523211807012558, 0.004846903961151838]",ILSVRC2012_val_00001327,608,n03594734,jean,clothing_and_accessories,nature,sand
base,inpainted,570,62,84,0,0.1859588921070099,"[84, 825, 50, 396, 49]","[0.1859588921070099, 0.0707445815205574, 0.030141863971948624, 0.02916066348552704, 0.024324608966708183]",ILSVRC2012_val_00001482,62,n01744401,rock_python,animals,nature,sand
base,inpainted,571,972,977,0,0.3268256187438965,"[977, 460, 978, 975, 833]","[0.3268256187438965, 0.11672535538673401, 0.10857702791690826, 0.06757954508066177, 0.04445883259177208]",ILSVRC2012_val_00002585,972,n09246464,cliff,nature,nature,sand
base,inpainted,572,139,42,0,0.0652196183800697,"[42, 44, 37, 49, 131]","[0.06521961838006973, 0.057780440896749496, 0.05137663707137108, 0.05076677352190018, 0.047161929309368134]",ILSVRC2012_val_00002658,139,n02025239,ruddy_turnstone,animals,nature,sand
base,inpainted,573,354,972,0,0.2391524761915207,"[972, 970, 755, 42, 976]","[0.2391524761915207, 0.13155438005924225, 0.11409767717123032, 0.03664510324597359, 0.027790868654847145]",ILSVRC2012_val_00006577,354,n02437312,Arabian_camel,animals,nature,sand
base,inpainted,574,140,49,0,0.3513748347759247,"[49, 58, 140, 344, 360]","[0.3513748347759247, 0.08491237461566925, 0.07980994880199432, 0.061129819601774216, 0.05727557837963104]",ILSVRC2012_val_00008756,140,n02027492,red-backed_sandpiper,animals,nature,sand
base,inpainted,575,437,978,0,0.5076298713684082,"[978, 977, 975, 913, 974]","[0.5076298713684082, 0.1593729555606842, 0.0728447213768959, 0.0554940328001976, 0.04779087007045746]",ILSVRC2012_val_00011022,437,n02814860,beacon,buildings_and_structures,nature,sand
base,inpainted,576,529,755,0,0.3553564846515655,"[755, 978, 977, 974, 718]","[0.35535648465156555, 0.30768531560897827, 0.07835884392261505, 0.03268514201045036, 0.020475132390856743]",ILSVRC2012_val_00015180,529,n03188531,diaper,household,nature,sand
base,inpainted,577,66,958,0,0.2504474818706512,"[958, 298, 66, 276, 291]","[0.25044748187065125, 0.1680762618780136, 0.07451791316270828, 0.06622623652219772, 0.05169897526502609]",ILSVRC2012_val_00015221,66,n01753488,horned_viper,animals,nature,sand
base,inpainted,578,511,978,0,0.2684952318668365,"[978, 977, 525, 460, 976]","[0.26849523186683655, 0.2019997239112854, 0.17606230080127716, 0.07640271633863449, 0.05593400076031685]",ILSVRC2012_val_00016337,511,n03100240,convertible,vehicles,nature,sand
base,inpainted,579,376,825,0,0.315303772687912,"[825, 500, 483, 873, 698]","[0.315303772687912, 0.10055681318044662, 0.07351668924093246, 0.0633525624871254, 0.05938359722495079]",ILSVRC2012_val_00017223,376,n02489166,proboscis_monkey,animals,nature,sand
base,inpainted,580,404,533,0,0.1097471043467521,"[533, 978, 977, 318, 987]","[0.10974710434675217, 0.10713981837034225, 0.06568271666765213, 0.05500519275665283, 0.05164104700088501]",ILSVRC2012_val_00018616,404,n02690373,airliner,vehicles,nature,sand
base,inpainted,581,207,139,0,0.0449335873126983,"[139, 58, 85, 8, 133]","[0.044933587312698364, 0.03826802968978882, 0.038251541554927826, 0.03458213061094284, 0.029230045154690742]",ILSVRC2012_val_00019212,207,n02099601,golden_retriever,animals,nature,sand
base,inpainted,582,33,803,0,0.1859785765409469,"[803, 403, 847, 460, 34]","[0.18597857654094696, 0.13611167669296265, 0.10004100203514099, 0.08223389089107513, 0.04854794591665268]",ILSVRC2012_val_00021983,33,n01664065,loggerhead,animals,nature,sand
base,inpainted,583,34,978,0,0.1910132765769958,"[978, 138, 591, 326, 539]","[0.19101327657699585, 0.08083774149417877, 0.04411398619413376, 0.03810201585292816, 0.03351564332842827]",ILSVRC2012_val_00022308,34,n01665541,leatherback_turtle,animals,nature,sand
base,inpainted,584,112,984,0,0.5291248559951782,"[984, 958, 973, 483, 99]","[0.5291248559951782, 0.10548434406518936, 0.016839543357491493, 0.013788126409053802, 0.012467926368117332]",ILSVRC2012_val_00023560,112,n01943899,conch,animals,nature,sand
base,inpainted,585,792,346,0,0.6468906998634338,"[346, 525, 58, 363, 343]","[0.6468906998634338, 0.019291022792458534, 0.01346522942185402, 0.01343675795942545, 0.010200679302215576]",ILSVRC2012_val_00023586,792,n04208210,shovel,tools_and_hardware,nature,sand
base,inpainted,586,172,978,0,0.330894261598587,"[978, 977, 145, 337, 463]","[0.33089426159858704, 0.1332712471485138, 0.042722780257463455, 0.02371748723089695, 0.02270141988992691]",ILSVRC2012_val_00023877,172,n02091134,whippet,animals,nature,sand
base,inpainted,587,222,978,0,0.1879615187644958,"[978, 460, 977, 139, 730]","[0.18796151876449585, 0.12552319467067719, 0.08997466415166855, 0.0564744807779789, 0.054703909903764725]",ILSVRC2012_val_00024981,222,n02104029,kuvasz,animals,nature,sand
base,inpainted,588,140,977,0,0.2293579131364822,"[977, 978, 141, 139, 49]","[0.22935791313648224, 0.14221477508544922, 0.09611104428768158, 0.04550184682011604, 0.040691472589969635]",ILSVRC2012_val_00025027,140,n02027492,red-backed_sandpiper,animals,nature,sand
base,inpainted,589,218,34,0,0.3519156575202942,"[34, 49, 147, 33, 6]","[0.3519156575202942, 0.10985216498374939, 0.07515545934438705, 0.047914985567331314, 0.036806922405958176]",ILSVRC2012_val_00025085,218,n02102177,Welsh_springer_spaniel,animals,nature,sand
base,inpainted,590,459,977,0,0.4411676526069641,"[977, 978, 975, 913, 628]","[0.4411676526069641, 0.09358085691928864, 0.060134872794151306, 0.02598659135401249, 0.015462481416761875]",ILSVRC2012_val_00025933,459,n02892767,brassiere,clothing_and_accessories,nature,sand
base,inpainted,591,112,395,0,0.049835480749607,"[395, 112, 961, 331, 296]","[0.049835480749607086, 0.032205142080783844, 0.028110429644584656, 0.026080677285790443, 0.023473719134926796]",ILSVRC2012_val_00027248,112,n01943899,conch,animals,nature,sand
base,inpainted,592,609,977,0,0.2704690992832184,"[977, 978, 913, 976, 912]","[0.2704690992832184, 0.20810849964618683, 0.10829741507768631, 0.05704570934176445, 0.04019148275256157]",ILSVRC2012_val_00029922,609,n03594945,jeep,vehicles,nature,sand
base,inpainted,593,247,977,0,0.283551275730133,"[977, 460, 908, 978, 525]","[0.28355127573013306, 0.24810519814491272, 0.0834064707159996, 0.04013248533010483, 0.020689671859145164]",ILSVRC2012_val_00030327,247,n02109525,Saint_Bernard,animals,nature,sand
base,inpainted,594,354,977,0,0.1886176913976669,"[977, 138, 276, 978, 353]","[0.18861769139766693, 0.1089879497885704, 0.09589724242687225, 0.07979267090559006, 0.04773024097084999]",ILSVRC2012_val_00038495,354,n02437312,Arabian_camel,animals,nature,sand
base,inpainted,595,842,835,0,0.0608582384884357,"[835, 750, 84, 130, 134]","[0.060858238488435745, 0.051683615893125534, 0.040765970945358276, 0.038850609213113785, 0.033929288387298584]",ILSVRC2012_val_00040171,842,n04371430,swimming_trunks,clothing_and_accessories,nature,sand
base,inpainted,596,232,352,0,0.0418473482131958,"[352, 977, 34, 353, 138]","[0.0418473482131958, 0.03869643434882164, 0.033802054822444916, 0.03365926444530487, 0.03172525018453598]",ILSVRC2012_val_00040725,232,n02106166,Border_collie,animals,nature,sand
base,inpainted,597,437,974,0,0.1593350023031234,"[974, 915, 140, 460, 825]","[0.15933500230312347, 0.08129003643989563, 0.0464799664914608, 0.03762657567858696, 0.03759992495179176]",ILSVRC2012_val_00040838,437,n02814860,beacon,buildings_and_structures,nature,sand
base,inpainted,598,386,276,0,0.2267882227897644,"[276, 347, 133, 272, 9]","[0.2267882227897644, 0.10909535735845566, 0.03944571688771248, 0.03553113713860512, 0.033925529569387436]",ILSVRC2012_val_00041799,386,n02504458,African_elephant,animals,nature,sand
base,inpainted,599,145,646,0,0.4265829920768738,"[646, 977, 107, 6, 327]","[0.4265829920768738, 0.11141622811555862, 0.06314413994550705, 0.04733778163790703, 0.026069991290569305]",ILSVRC2012_val_00042878,145,n02056570,king_penguin,animals,nature,sand
base,inpainted,600,193,58,0,0.7038052082061768,"[58, 539, 39, 37, 640]","[0.7038052082061768, 0.05440512299537659, 0.02151656523346901, 0.013549752533435822, 0.013393636792898178]",ILSVRC2012_val_00043474,193,n02096294,Australian_terrier,animals,nature,sand
base,inpainted,601,79,33,0,0.0533415526151657,"[33, 298, 329, 49, 20]","[0.05334155261516571, 0.0427791066467762, 0.042189378291368484, 0.033952776342630386, 0.02976483665406704]",ILSVRC2012_val_00044649,79,n01784675,centipede,animals,nature,sand
base,inpainted,602,139,336,0,0.1324144005775451,"[336, 58, 48, 81, 350]","[0.13241440057754517, 0.09907889366149902, 0.05957778915762901, 0.044027458876371384, 0.04161094129085541]",ILSVRC2012_val_00046323,139,n02025239,ruddy_turnstone,animals,nature,sand
base,inpainted,603,814,977,0,0.2990496754646301,"[977, 978, 975, 460, 980]","[0.2990496754646301, 0.2642579674720764, 0.06623482704162598, 0.057233572006225586, 0.04654170572757721]",ILSVRC2012_val_00048033,814,n04273569,speedboat,vehicles,nature,sand
base,inpainted,604,765,420,0,0.118360698223114,"[420, 646, 478, 706, 987]","[0.11836069822311401, 0.06035848706960678, 0.056527718901634216, 0.03679865971207619, 0.03382505476474762]",ILSVRC2012_val_00000421,765,n04099969,rocking_chair,household,human_related,wall
base,inpainted,605,677,677,1,0.1984945386648178,"[677, 293, 306, 305, 77]","[0.1984945386648178, 0.0589817576110363, 0.05220284312963486, 0.051801882684230804, 0.045622143894433975]",ILSVRC2012_val_00002110,677,n03804744,nail,tools_and_hardware,human_related,wall
base,inpainted,606,792,753,0,0.6845749616622925,"[753, 506, 434, 634, 616]","[0.6845749616622925, 0.1977284997701645, 0.017413295805454254, 0.015354787930846214, 0.014716604724526405]",ILSVRC2012_val_00002164,792,n04208210,shovel,tools_and_hardware,human_related,wall
base,inpainted,607,652,332,0,0.0771053805947303,"[332, 270, 138, 269, 462]","[0.07710538059473038, 0.04241572692990303, 0.040617309510707855, 0.030625900253653526, 0.02938893809914589]",ILSVRC2012_val_00002269,652,n03763968,military_uniform,clothing_and_accessories,human_related,wall
base,inpainted,608,707,858,0,0.4631665050983429,"[858, 640, 905, 987, 840]","[0.4631665050983429, 0.31616613268852234, 0.1116514578461647, 0.017243698239326477, 0.007756171748042107]",ILSVRC2012_val_00002894,707,n03902125,pay-phone,household,human_related,wall
base,inpainted,609,863,763,0,0.1787312030792236,"[763, 628, 449, 637, 480]","[0.17873120307922363, 0.10903345048427582, 0.09643995761871338, 0.04731278494000435, 0.04450618103146553]",ILSVRC2012_val_00003979,863,n04458633,totem_pole,buildings_and_structures,human_related,wall
base,inpainted,610,670,779,0,0.13051538169384,"[779, 611, 741, 911, 806]","[0.13051538169384003, 0.05747125297784805, 0.04641730710864067, 0.04442978650331497, 0.030952131375670433]",ILSVRC2012_val_00005644,670,n03791053,motor_scooter,vehicles,human_related,wall
base,inpainted,611,439,905,0,0.1236840859055519,"[905, 756, 753, 708, 799]","[0.12368408590555191, 0.10607719421386719, 0.07911325246095657, 0.0737152174115181, 0.05310986936092377]",ILSVRC2012_val_00008438,439,n02817516,bearskin,clothing_and_accessories,human_related,wall
base,inpainted,612,355,640,0,0.3254350423812866,"[640, 853, 599, 646, 987]","[0.3254350423812866, 0.06903280317783356, 0.057466309517621994, 0.044001489877700806, 0.038254573941230774]",ILSVRC2012_val_00009719,355,n02437616,llama,animals,human_related,wall
base,inpainted,613,319,176,0,0.1028022915124893,"[176, 46, 39, 616, 356]","[0.10280229151248932, 0.09303601086139679, 0.0739394873380661, 0.04756971821188927, 0.03524581715464592]",ILSVRC2012_val_00010925,319,n02268443,dragonfly,animals,human_related,wall
base,inpainted,614,778,777,0,0.1077372804284095,"[777, 858, 596, 519, 492]","[0.10773728042840958, 0.0970095619559288, 0.0727943405508995, 0.0627097487449646, 0.05751173943281174]",ILSVRC2012_val_00011033,778,n04141975,scale,household,human_related,wall
base,inpainted,615,958,500,0,0.1227568238973617,"[500, 750, 412, 525, 689]","[0.12275682389736176, 0.1059374064207077, 0.07641839981079102, 0.05606276914477348, 0.054456282407045364]",ILSVRC2012_val_00014094,958,n07802026,hay,nature,human_related,wall
base,inpainted,616,879,546,0,0.5791015625,"[546, 593, 832, 565, 705]","[0.5791015625, 0.05126884579658508, 0.028507202863693237, 0.022123651579022408, 0.02075652778148651]",ILSVRC2012_val_00014596,879,n04507155,umbrella,household,human_related,wall
base,inpainted,617,70,677,0,0.1442344486713409,"[677, 833, 357, 104, 336]","[0.14423444867134094, 0.05770805850625038, 0.0397668331861496, 0.026359114795923233, 0.02513192594051361]",ILSVRC2012_val_00014664,70,n01770081,harvestman,animals,human_related,wall
base,inpainted,618,471,500,0,0.3774488270282745,"[500, 442, 970, 832, 143]","[0.37744882702827454, 0.11731253564357758, 0.0347224585711956, 0.03440193086862564, 0.030843015760183334]",ILSVRC2012_val_00015215,471,n02950826,cannon,buildings_and_structures,human_related,wall
base,inpainted,619,583,99,0,0.0618411041796207,"[99, 292, 82, 364, 374]","[0.06184110417962074, 0.04606887325644493, 0.04539503529667854, 0.044966574758291245, 0.03870932757854462]",ILSVRC2012_val_00016424,583,n03467068,guillotine,household,human_related,wall
base,inpainted,620,792,565,0,0.1313479393720626,"[565, 427, 363, 580, 428]","[0.13134793937206268, 0.09165726602077484, 0.09133092314004898, 0.060510557144880295, 0.058493003249168396]",ILSVRC2012_val_00019065,792,n04208210,shovel,tools_and_hardware,human_related,wall
base,inpainted,621,583,500,0,0.8455305695533752,"[500, 884, 669, 892, 480]","[0.8455305695533752, 0.03134431689977646, 0.006393831223249435, 0.005875624716281891, 0.00570858595892787]",ILSVRC2012_val_00019332,583,n03467068,guillotine,household,human_related,wall
base,inpainted,622,7,497,0,0.1596593409776687,"[497, 799, 741, 583, 406]","[0.15965934097766876, 0.11138909310102463, 0.07282198220491409, 0.07056707888841629, 0.041512999683618546]",ILSVRC2012_val_00019423,7,n01514668,cock,animals,human_related,wall
base,inpainted,623,86,825,0,0.5599931478500366,"[825, 858, 519, 703, 912]","[0.5599931478500366, 0.08160477876663208, 0.056698307394981384, 0.028409142047166824, 0.020229848101735115]",ILSVRC2012_val_00019787,86,n01807496,partridge,animals,human_related,wall
base,inpainted,624,919,757,0,0.1100656390190124,"[757, 871, 403, 575, 602]","[0.11006563901901245, 0.08429421484470367, 0.07578304409980774, 0.043679121881723404, 0.029465867206454277]",ILSVRC2012_val_00020618,919,n06794110,street_sign,buildings_and_structures,human_related,wall
base,inpainted,625,539,653,0,0.1075040027499198,"[653, 539, 458, 936, 427]","[0.10750400274991989, 0.07971666753292084, 0.05435004457831383, 0.05124688148498535, 0.04610629752278328]",ILSVRC2012_val_00021082,539,n03223299,doormat,household,human_related,wall
base,inpainted,626,287,336,0,0.0353809669613838,"[336, 44, 947, 946, 57]","[0.03538096696138382, 0.03179322928190231, 0.028333725407719612, 0.02201007679104805, 0.02193225547671318]",ILSVRC2012_val_00024645,287,n02127052,lynx,animals,human_related,wall
base,inpainted,627,471,483,0,0.1030977293848991,"[483, 425, 341, 500, 192]","[0.10309772938489914, 0.07485984265804291, 0.05849616229534149, 0.052772749215364456, 0.05211767554283142]",ILSVRC2012_val_00024648,471,n02950826,cannon,buildings_and_structures,human_related,wall
base,inpainted,628,513,825,0,0.4048676490783691,"[825, 703, 821, 741, 497]","[0.40486764907836914, 0.08266103267669678, 0.06828644126653671, 0.03901392221450806, 0.028135953471064568]",ILSVRC2012_val_00024650,513,n03110669,cornet,household,human_related,wall
base,inpainted,629,679,883,0,0.1139227524399757,"[883, 679, 614, 304, 310]","[0.11392275243997574, 0.048837367445230484, 0.03837259113788605, 0.031593434512615204, 0.02657630667090416]",ILSVRC2012_val_00025259,679,n03814906,necklace,clothing_and_accessories,human_related,wall
base,inpainted,630,426,735,0,0.2092624008655548,"[735, 824, 894, 474, 448]","[0.2092624008655548, 0.028634749352931976, 0.027523620054125786, 0.018745167180895805, 0.017883531749248505]",ILSVRC2012_val_00028271,426,n02794156,barometer,technology_and_electronics,human_related,wall
